label,x_0,y_0,z_0,x_1,y_1,z_1,x_2,y_2,z_2,x_3,y_3,z_3,x_4,y_4,z_4,x_5,y_5,z_5,x_6,y_6,z_6,x_7,y_7,z_7,x_8,y_8,z_8,x_9,y_9,z_9,x_10,y_10,z_10,x_11,y_11,z_11,x_12,y_12,z_12,x_13,y_13,z_13,x_14,y_14,z_14,x_15,y_15,z_15,x_16,y_16,z_16,x_17,y_17,z_17,x_18,y_18,z_18,x_19,y_19,z_19,x_20,y_20,z_20
A,0.6868768930435181,0.5069093704223633,-3.8742092556276475e-07,0.6439352631568909,0.4907285273075104,-0.010219789110124111,0.6118959784507751,0.42689070105552673,-0.012573763728141785,0.5987157225608826,0.3663783371448517,-0.01614476554095745,0.5817607641220093,0.32702481746673584,-0.017794610932469368,0.6244192719459534,0.3675864040851593,0.0023774434812366962,0.6136916279792786,0.33345264196395874,-0.01718347892165184,0.6259303689002991,0.3863171935081482,-0.028437919914722443,0.6369120478630066,0.4271063208580017,-0.032158013433218,0.649465799331665,0.35757139325141907,0.00013352156383916736,0.6376527547836304,0.3250780403614044,-0.02056603878736496,0.6464805603027344,0.38945630192756653,-0.025946466252207756,0.6544189453125,0.4315086305141449,-0.023654824122786522,0.674634575843811,0.3547586500644684,-0.005704336334019899,0.6622801423072815,0.32338398694992065,-0.02704867161810398,0.6670290231704712,0.39125362038612366,-0.022100239992141724,0.6720591187477112,0.4344021677970886,-0.011848466470837593,0.7007456421852112,0.3570261001586914,-0.012446589767932892,0.6869093775749207,0.3287019729614258,-0.02591753378510475,0.6861364245414734,0.3764773905277252,-0.020018810406327248,0.6881589293479919,0.4084782898426056,-0.011113272979855537
A,0.6938688158988953,0.5749850869178772,-4.147402705712011e-07,0.6540672779083252,0.5467102527618408,-0.004069569054991007,0.6251228451728821,0.4847489595413208,-0.0051859300583601,0.61290043592453,0.4307312071323395,-0.008871423080563545,0.5998157858848572,0.3880656957626343,-0.011445624753832817,0.6412972807884216,0.42346587777137756,0.009131371974945068,0.6277592778205872,0.3997547924518585,-0.009641353972256184,0.6335019469261169,0.44722115993499756,-0.022075409069657326,0.6416516304016113,0.48627668619155884,-0.02656726725399494,0.6654103994369507,0.41910892724990845,0.004279737360775471,0.6519495248794556,0.3984856605529785,-0.014416981488466263,0.6554191708564758,0.459159255027771,-0.0208077784627676,0.6608898639678955,0.5009743571281433,-0.01967352069914341,0.6908996105194092,0.41984421014785767,-0.0037017965223640203,0.6751936674118042,0.4043518304824829,-0.02167872153222561,0.6762397885322571,0.4656332731246948,-0.018222179263830185,0.6804910898208618,0.5036771297454834,-0.009869106113910675,0.7185294032096863,0.4256448745727539,-0.012166207656264305,0.7008622884750366,0.40461230278015137,-0.02163323573768139,0.6982032060623169,0.4466630816459656,-0.01570837013423443,0.7009655237197876,0.4725378155708313,-0.007524948101490736
A,0.7351463437080383,0.4835176467895508,-3.8642014033030136e-07,0.6930858492851257,0.45355236530303955,-0.008101814426481724,0.6666185855865479,0.38751810789108276,-0.011962850578129292,0.6570985317230225,0.3275872766971588,-0.017320705577731133,0.6416247487068176,0.2865654230117798,-0.020862801000475883,0.6791446805000305,0.3297494053840637,-0.00017405382823199034,0.6747605800628662,0.2788653075695038,-0.02018764801323414,0.6795448064804077,0.32986128330230713,-0.031959064304828644,0.6839561462402344,0.37580516934394836,-0.03588363900780678,0.7060742974281311,0.32917875051498413,-0.003942469134926796,0.70022052526474,0.28653213381767273,-0.02550363354384899,0.7038318514823914,0.3509623408317566,-0.031616032123565674,0.7079504132270813,0.3988884389400482,-0.0297599695622921,0.7322180867195129,0.33405572175979614,-0.010547601617872715,0.7253162264823914,0.2970302999019623,-0.03157787024974823,0.7256346940994263,0.36329689621925354,-0.026883140206336975,0.7272177934646606,0.4098699688911438,-0.017151178792119026,0.7584592700004578,0.34395575523376465,-0.017743676900863647,0.7482883334159851,0.31490471959114075,-0.03139057755470276,0.7452946901321411,0.3628317415714264,-0.025665953755378723,0.7453504204750061,0.397243469953537,-0.01689482294023037
A,0.7107374668121338,0.5169018507003784,-4.0870926909519767e-07,0.6674990057945251,0.49592551589012146,-0.009071382693946362,0.6371701955795288,0.4322044849395752,-0.012686574831604958,0.6244746446609497,0.37374526262283325,-0.017684759572148323,0.6068264842033386,0.33516502380371094,-0.020637525245547295,0.6478284001350403,0.37203702330589294,-0.0003463365719653666,0.6384828686714172,0.3235998749732971,-0.020446062088012695,0.6467869877815247,0.3765445649623871,-0.031800925731658936,0.6542669534683228,0.4203487038612366,-0.035616498440504074,0.6739540696144104,0.36569908261299133,-0.0034174672327935696,0.6649086475372314,0.33066630363464355,-0.02619199827313423,0.6713384985923767,0.3975381553173065,-0.03201403096318245,0.6769396662712097,0.44267839193344116,-0.02973124571144581,0.6993467211723328,0.3664090633392334,-0.009593131020665169,0.6893844604492188,0.34011974930763245,-0.03169409558176994,0.6928086280822754,0.40779024362564087,-0.027106424793601036,0.6960514783859253,0.45153993368148804,-0.017226960510015488,0.7248908281326294,0.37151041626930237,-0.016449227929115295,0.7124958634376526,0.35535210371017456,-0.03042013570666313,0.7121056914329529,0.40453386306762695,-0.02524253912270069,0.7135845422744751,0.43480196595191956,-0.016859591007232666
A,0.660525381565094,0.6260747313499451,-4.3368649471631215e-07,0.6207945942878723,0.611388087272644,-0.011470787227153778,0.5860075354576111,0.5529703497886658,-0.014295144937932491,0.5668699145317078,0.5051131844520569,-0.017074646428227425,0.5449713468551636,0.476063072681427,-0.017935926094651222,0.599453330039978,0.4751105308532715,0.0017663446487858891,0.580312192440033,0.48228856921195984,-0.015493372455239296,0.5939221978187561,0.5371560454368591,-0.026358840987086296,0.6064878702163696,0.5735942125320435,-0.03058028034865856,0.6231422424316406,0.46020063757896423,0.0014260796597227454,0.60202556848526,0.473594069480896,-0.01636670157313347,0.6151086688041687,0.5364318490028381,-0.021099256351590157,0.6259841322898865,0.5744420289993286,-0.019822198897600174,0.6480674147605896,0.4575086534023285,-0.00221180054359138,0.6262049674987793,0.47037529945373535,-0.021195391193032265,0.635906457901001,0.5341389179229736,-0.016716567799448967,0.644544243812561,0.5727571249008179,-0.008177579380571842,0.6731317639350891,0.46272704005241394,-0.006949828006327152,0.6514876484870911,0.47446703910827637,-0.020053885877132416,0.6541915535926819,0.5217638611793518,-0.016060777008533478,0.659879207611084,0.5470319986343384,-0.008912995457649231
A,0.6746973395347595,0.6106605529785156,-3.9054074818523077e-07,0.6336604952812195,0.5947518348693848,-0.009622929617762566,0.6032787561416626,0.5298563838005066,-0.011956027708947659,0.5912310481071472,0.46985840797424316,-0.01536718849092722,0.5744287967681885,0.43137454986572266,-0.016723785549402237,0.615917444229126,0.46959272027015686,0.001616515452042222,0.6036198735237122,0.43702182173728943,-0.018464451655745506,0.6151062250137329,0.49052444100379944,-0.029443662613630295,0.6262538433074951,0.5276362895965576,-0.03292963281273842,0.6402552723884583,0.462761789560318,-0.0012136701261624694,0.6265166401863098,0.42998006939888,-0.02194034494459629,0.6346753835678101,0.49521178007125854,-0.02619279734790325,0.6432607173919678,0.5319597125053406,-0.02311547100543976,0.6649487018585205,0.4631943106651306,-0.007592260837554932,0.6503359079360962,0.43228721618652344,-0.02900729887187481,0.6551706790924072,0.5007697939872742,-0.02260674349963665,0.6612780094146729,0.5379419922828674,-0.011495634913444519,0.6907686591148376,0.46842965483665466,-0.014834816567599773,0.6749355792999268,0.44707900285720825,-0.028018435463309288,0.6743566393852234,0.49578312039375305,-0.021498948335647583,0.6774619221687317,0.5224840641021729,-0.012303770519793034
A,0.6663962006568909,0.6259083151817322,-4.2271912548130786e-07,0.6273372769355774,0.607499897480011,-0.00886887963861227,0.5996836423873901,0.5406240820884705,-0.010567573830485344,0.5894148349761963,0.4823687970638275,-0.01281349454075098,0.5740542411804199,0.44096535444259644,-0.013552993535995483,0.6150926351547241,0.46913325786590576,0.002189922844991088,0.5997748374938965,0.4561513364315033,-0.015015479177236557,0.6077260375022888,0.5097197890281677,-0.02515273168683052,0.6161055564880371,0.5483205318450928,-0.028467047959566116,0.6399742960929871,0.46245816349983215,0.000637816556263715,0.6218399405479431,0.4533040523529053,-0.016880018636584282,0.6281775236129761,0.5180523991584778,-0.020482925698161125,0.6350459456443787,0.5599108934402466,-0.017768774181604385,0.6648896932601929,0.4649394750595093,-0.004064952023327351,0.6458706855773926,0.46550220251083374,-0.023340117186307907,0.6494370102882385,0.532330334186554,-0.018737295642495155,0.653964102268219,0.5734747052192688,-0.009479625150561333,0.6895713806152344,0.47353416681289673,-0.009466174058616161,0.6687170267105103,0.4766581058502197,-0.02223007194697857,0.6679643392562866,0.5275129675865173,-0.01761527732014656,0.67143714427948,0.5563368797302246,-0.00981668196618557
A,0.6975890398025513,0.6047290563583374,-3.7924579032733163e-07,0.6544855237007141,0.5808789134025574,-0.007401216775178909,0.6243875026702881,0.5183888673782349,-0.008914017118513584,0.6134680509567261,0.45959994196891785,-0.012469581328332424,0.6010662317276001,0.41575831174850464,-0.014245626516640186,0.6410160660743713,0.4619612395763397,0.006705550942569971,0.631354570388794,0.4238905906677246,-0.012574448250234127,0.6407930850982666,0.4751271903514862,-0.023645414039492607,0.6499075293540955,0.5128597021102905,-0.027188032865524292,0.6653480529785156,0.45553749799728394,0.002911146031692624,0.6549179553985596,0.41695645451545715,-0.01814877986907959,0.6614417433738708,0.4809595048427582,-0.024010764434933662,0.6686735153198242,0.5200296640396118,-0.02160586230456829,0.6903436779975891,0.4555585980415344,-0.0042973412200808525,0.6792997121810913,0.4215236008167267,-0.02578740566968918,0.682234525680542,0.4882736802101135,-0.02069876529276371,0.687067985534668,0.5274174809455872,-0.009986180812120438,0.7166529297828674,0.4609871804714203,-0.012144919484853745,0.7035638689994812,0.4304288625717163,-0.024703221395611763,0.7015373706817627,0.4766881763935089,-0.018084947019815445,0.703427255153656,0.5060742497444153,-0.008616714738309383
A,0.7158254384994507,0.5924942493438721,-3.614606782775809e-07,0.6722509860992432,0.5709348917007446,-0.00948163028806448,0.6433998942375183,0.5071793794631958,-0.011697374284267426,0.6323943138122559,0.447145938873291,-0.015444383956491947,0.6184644103050232,0.404706746339798,-0.017163073644042015,0.658751368522644,0.45388263463974,0.004409368149936199,0.6527003049850464,0.41259512305259705,-0.014856147579848766,0.661831796169281,0.46467065811157227,-0.025373466312885284,0.6699773073196411,0.5008113980293274,-0.0286203995347023,0.6839725375175476,0.44704169034957886,0.0016879102913662791,0.6773794293403625,0.405974805355072,-0.01938450336456299,0.683630108833313,0.4721751809120178,-0.024432426318526268,0.6900520920753479,0.5088494420051575,-0.02150070108473301,0.708928108215332,0.44724714756011963,-0.004612695425748825,0.702296793460846,0.410310298204422,-0.02542051486670971,0.7041967511177063,0.47643110156059265,-0.019479382783174515,0.7075273394584656,0.5126119256019592,-0.008530528284609318,0.734549880027771,0.4525451362133026,-0.011827528476715088,0.7275596261024475,0.41930288076400757,-0.022848231717944145,0.7247289419174194,0.4629647135734558,-0.01577480137348175,0.7245180606842041,0.4885309636592865,-0.006504560820758343
A,0.7200928330421448,0.5991859436035156,-3.607248117987183e-07,0.6790823936462402,0.5788171291351318,-0.009855479933321476,0.6526857614517212,0.5105317234992981,-0.012559525668621063,0.6438290476799011,0.44824492931365967,-0.016389138996601105,0.6285747289657593,0.4091487228870392,-0.018170099705457687,0.6649022698402405,0.4573451280593872,0.001214632298797369,0.660586953163147,0.4111163020133972,-0.017889797687530518,0.6680240035057068,0.46405112743377686,-0.027598604559898376,0.6749773621559143,0.5030167102813721,-0.0301507581025362,0.6899805068969727,0.45267564058303833,-0.001122407615184784,0.6854017972946167,0.4075815975666046,-0.02203962206840515,0.689180850982666,0.4747108817100525,-0.026312364265322685,0.6936275362968445,0.5138511061668396,-0.022756483405828476,0.7143215537071228,0.4550307095050812,-0.006759812589734793,0.709119439125061,0.41774821281433105,-0.027451954782009125,0.7090916037559509,0.4837448298931122,-0.021458132192492485,0.7115399837493896,0.5211588740348816,-0.010489242151379585,0.7388376593589783,0.4616049528121948,-0.013211401179432869,0.7319843769073486,0.4290875494480133,-0.024784451350569725,0.7293672561645508,0.4731936454772949,-0.017948444932699203,0.7298844456672668,0.4998551905155182,-0.008672359399497509
